record_id,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
201575,OWID_NIR,Europe,Northern Ireland,2021-05-05,,,,,,,,,,,,,,5,2.637,79,41.667,,,29,15.295,,,,,,,,,,1.416826e+06,957063,459763,,19739,14848,74.73,50.48,24.25,,7831,4631,0.244,,,,,,,,,,,,,,,,1.896e+06,,,,
200534,OWID_CYN,Asia,Northern Cyprus,2021-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,914,132,0.034,,,,,,,,,,,,,,,,382836,,,,
67466,CZE,Europe,Czechia,2021-04-27,1.64207e+06,2664,2441,29515,58,58,156477.19,253.86,232.609,2812.562,5.527,5.527,0.78,716,68.23,3173,302.364,209,19.916,2028,193.253,1.830914e+07,277911,1741.944,26.441,200362,19.063,0.012,83.3,tests performed,2.985189e+06,2.00804e+06,979166,,60263,50622,28.45,19.14,9.33,,4824,40460,0.386,62.04,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,1.049399e+07,,,,
38827,VGB,North America,British Virgin Islands,2022-12-04,7305,0,0,64,0,0,233148.22,0,0,2042.64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.973,,,,,,,13.67,,,,,79.07,,31332,,,,
179087,MNE,Europe,Montenegro,2021-07-13,100488,10,21.286,1620,0,0.714,160246.98,15.947,33.944,2583.394,0,1.139,1.17,,,,,,,,,,,,,,,,,,303615,159297,144318,,1081,1066,48.42,25.4,23.01,,1700,681,0.109,,46.28,39.1,14.762,9.395,16409.287,1,387.305,10.08,44,47.9,,3.861,76.88,0.829,627082,,,,
225961,RUS,Europe,Russia,2021-06-10,5.167949e+06,11699,9823.857,125278,383,374,35711.637,80.843,67.885,865.698,2.647,2.584,1.21,,,,,,,,,1.4194926e+08,400122,978.267,2.758,335954,2.315,0.0288,34.7,tests performed,3.1953144e+07,1.8119484e+07,1.3833662e+07,,347426,278802,22.08,12.52,9.56,,1927,140445,0.097,36.57,8.823,39.6,14.178,9.393,24765.953,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,1.4471331e+08,,,,
177365,MNG,Asia,Mongolia,2020-02-24,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,3.398373e+06,,,,
110410,GTM,North America,Guatemala,2022-05-13,850713,458,460.286,17742,23,15.143,47675.246,25.667,25.795,994.289,1.289,0.849,1.04,,,,,,,,,,,,,,,,,,1.7156564e+07,8.173354e+06,6.164751e+06,2.81846e+06,,15857,96.15,45.8,34.55,15.8,889,3459,0.019,46.76,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,1.7843914e+07,,,,
42292,BFA,Africa,Burkina Faso,2022-05-26,20899,0,0,384,0,0,921.726,0,0,16.936,0,0,0.01,,,,,,,,,,,,,,,,,,,,,,,659,,,,,29,630,0.003,13.89,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,2.2673764e+07,,,,
253896,SOM,Africa,Somalia,2021-06-14,14817,38,9.857,774,0,0.143,841.994,2.159,0.56,43.984,0,0.008,1.04,,,,,,,,,,,,,,,,,,156548,135107,21441,,,2180,0.89,0.77,0.12,,124,813,0.005,35.19,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,1.7597508e+07,,,,
216815,PHL,Asia,Philippines,2023-01-21,4.071564e+06,413,222.286,65654,0,18.286,35233.637,3.574,1.924,568.143,0,0.158,,,,,,,,,,,,,,,,,,,,,,,,14688,,,,,127,1850,0.002,,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,1.1555901e+08,,,,
30981,BTN,Asia,Bhutan,2021-06-08,1724,21,13.143,1,0,0,2203.316,26.839,16.797,1.278,0,0,1.04,,,,,,,,,,,,,3027,3.893,0.0043,230.3,samples tested,,,,,,87,,,,,111,87,0.011,68.52,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,782457,,,,
49692,CYM,North America,Cayman Islands,2022-09-01,30214,0,22.429,29,0,0,439655.44,0,326.367,421.99,0,0,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,349,3,0.004,,256.496,,,,49903.027,,,13.22,,,,,83.92,,68722,,,,
214261,PRY,South America,Paraguay,2022-09-27,716059,0,7.143,19583,0,2.714,105601.82,0,1.053,2888.031,0,0.4,0.55,,,,,,,,,,,,,,,,,,,,,,,230,,,,,34,237,0.003,13.89,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,6.780745e+06,,,,
86163,OWID_EUR,,Europe,2022-09-12,2.2391635e+08,155580,157928,1.937454e+06,543,476.286,300636.4,208.886,212.039,2601.28,0.729,0.639,,,,,,,,,,,,,,,,,,,1.322263e+09,5.1513888e+08,4.952241e+08,3.2550496e+08,290414,232360,177.53,69.16,66.49,43.7,312,15297,0.002,,,,,,,,,,,,,,,,7.448078e+08,,,,
230154,SHN,Africa,Saint Helena,2022-11-28,2166,0,0,,0,0,401036.84,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56,,5401,,,,
132953,JAM,North America,Jamaica,2020-10-12,7718,159,117.571,139,1,2.714,2729.734,56.236,41.583,49.162,0.354,0.96,0.88,,,,,,,,,85800,541,30.343,0.191,572,0.202,0.2001,5,samples tested,,,,,,,,,,,,,,75,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,2.827382e+06,,,,
3618,ALB,Europe,Albania,2023-03-31,333855,17,13,3603,1,0.286,117458.71,5.981,4.574,1267.627,0.352,0.101,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,90,34,0.001,,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,2.842318e+06,,,,
59656,COK,Oceania,Cook Islands,2023-04-13,7055,0,0.714,2,0,0,414220.28,0,41.938,117.426,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25,,17032,,,,
185728,NAM,Africa,Namibia,2023-01-20,170598,0,17,4086,0,0.429,66457.5,0,6.622,1591.726,0,0.167,,,,,,,,,,,,,,,,,,,,,,,,128,,,,,50,100,0.004,,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,,63.71,0.646,2.567024e+06,,,,
121445,HUN,Europe,Hungary,2022-08-21,2.021648e+06,0,2321.286,47083,0,16.714,202827.97,0,232.89,4723.745,0,1.677,1.24,,,,,,,,,,,,,,,,,,,,,,,821,,,,,82,86,0.001,11.11,108.043,43.4,18.577,11.976,26777.56,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,9.967304e+06,38979.402,11.26,11.49,3910.7268
272405,THA,Asia,Thailand,2022-02-25,2.819282e+06,24932,20686.43,22809,41,34.857,39322.16,347.741,288.526,318.13,0.572,0.486,1.18,,,,,,,,,2.0897224e+07,69499,291.856,0.971,67950,0.949,0.3044,3.3,tests performed,1.2343683e+08,5.3526128e+07,4.964868e+07,2.0262028e+07,467096,260352,172.16,74.66,69.25,28.26,3631,58594,0.082,43.06,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,7.1697024e+07,,,,
92308,FIN,Europe,Finland,2022-10-30,1.360297e+06,1852,1840.571,7144,28,25.714,245507.95,334.251,332.188,1289.357,5.053,4.641,1.12,15,2.707,1013,182.827,,,,,,,,,,,,,,,,,,,2278,,,,,411,18,0,11.11,18.136,42.8,21.228,13.264,40585.723,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5.540745e+06,8548.399,5.46,16.52,1542.825
199236,PRK,Asia,North Korea,2023-05-03,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.701,35.3,9.491,6.139,,,321.681,4,,,,13.2,72.27,,2.6069416e+07,,,,
52730,CHL,South America,Chile,2020-12-27,598394,2563,2148.571,16404,46,43.286,30524.488,130.74,109.6,836.779,2.346,2.208,1.1,716,36.524,,,324,16.527,1296,66.11,6.328916e+06,27297,324.673,1.4,39245,2.013,0.053,18.9,tests performed,8648,8648,,,309,2743,0.04,0.04,,,140,2743,0.014,79.17,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,1.9603736e+07,13757.1,12.41,20.6,712.7913
249561,SXM,North America,Sint Maarten (Dutch part),2022-11-29,10949,0,0.857,89,0,0,247759.78,0,19.396,2013.939,0,0,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,204,0,0,,1209.088,,,,36327.23,,,,,,,,78.95,,44192,,,,
224792,ROU,Europe,Romania,2021-07-28,1.082551e+06,175,111.143,34273,3,2.143,55065.676,8.902,5.653,1743.351,0.153,0.109,1.49,,,436,22.178,,,,,,,,,25920,1.341,0.0046,217.3,tests performed,9.371721e+06,4.973073e+06,4.834109e+06,,15606,14069,47.67,25.3,24.59,,716,9319,0.047,37.09,85.129,43,17.85,11.69,23313.2,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,1.965927e+07,,,,
163305,MDV,Asia,Maldives,2021-08-29,80791,113,118.857,226,1,0.429,154240.75,215.732,226.914,431.464,1.909,0.818,1.06,,,,,,,,,1.360799e+06,5189,2609.604,9.951,5576,10.693,0.0213,46.9,samples tested,684946,383089,301857,,746,1797,130.77,73.14,57.63,,3431,1473,0.281,,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55,95.803,,78.92,0.74,523798,,,,
41240,BGR,Europe,Bulgaria,2022-11-13,1.283495e+06,131,334.286,37953,1,5.286,189251.48,19.316,49.29,5596.174,0.147,0.779,0.8,65,9.584,579,85.374,,,,,,,,,,,,,,,2.104168e+06,,,,698,,31.03,,,103,31,0,11.11,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,6.781955e+06,69156.49,22.38,0.93,10197.132
135076,JPN,Asia,Japan,2023-04-06,3.349148e+07,9500,7148,73981,0,22.286,270197.84,76.643,57.668,596.853,0,0.18,,,,,,,,,,,,,,,,,,,3.8347197e+08,1.0469709e+08,1.0336973e+08,1.7540515e+08,6843,13010,309.37,84.47,83.4,141.51,105,380,0,,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,1.23951696e+08,,,,
285437,UGA,Africa,Uganda,2021-03-07,40479,15,17.429,331,0,0,856.706,0.317,0.369,7.005,0,0,0.83,,,,,,,,,893607,729,19.488,0.016,1743,0.038,0.0088,114,tests performed,,,,,,,,,,,,,,52.78,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,4.7249588e+07,,,,
262120,SDN,Africa,Sudan,2020-08-11,12033,0,36.143,786,0,3.286,256.708,0,0.771,16.768,0,0.07,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.91,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,4.68742e+07,,,,
111144,GGY,Europe,Guernsey,2021-01-15,308,0,0.857,16,0,0,4863.491,0,13.535,252.649,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63329,,,,
280184,TUR,Asia,Turkey,2020-02-16,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,104.914,31.6,8.153,5.061,25129.342,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,8.534125e+07,,,,
215677,PER,South America,Peru,2023-04-14,4.492891e+06,0,0,219866,0,11.714,131951.4,0,0,6457.229,0,0.344,,,,,,,,,,,,,,,,,,,8.8894576e+07,3.04401e+07,2.8612652e+07,2.9841824e+07,25182,17816,261.07,89.4,84.03,87.64,523,1793,0.005,,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,,,1.6,76.74,0.777,3.4049588e+07,,,,
109304,GUM,Oceania,Guam,2022-09-01,48388,0,65.571,390,1,0.143,281680.97,0,381.711,2270.306,5.821,0.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,171783,,,,
243369,SEN,Africa,Senegal,2022-08-20,87920,30,24,1968,0,0,5077.253,1.732,1.386,113.649,0,0,0.91,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,714,0.004,13.89,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,1.7316452e+07,,,,
157468,LUX,Europe,Luxembourg,2021-03-14,57596,191,168.857,692,7,4.286,88937.48,294.935,260.743,1068.559,10.809,6.618,1.11,25,38.604,120,185.299,12,18.593,84,130.152,2.245178e+06,557,3511.816,0.871,8931,13.97,0.02,50,tests performed,,,,,,1828,,,,,2823,1609,0.248,55.56,231.447,39.7,14.312,9.842,94277.97,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916,647601,74.799995,1.35,3.92,116.997475
73983,DOM,North America,Dominican Republic,2022-06-22,598594,515,859.429,4383,0,0.143,53308.715,45.864,76.538,390.335,0,0.013,1.3,,,,,,,,,,,,,,,,,,1.5747132e+07,7.233059e+06,5.994493e+06,2.372321e+06,5509,3280,140.24,64.42,53.38,21.13,292,523,0.005,5.56,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,1.1228821e+07,,,,
59715,CRI,North America,Costa Rica,2020-02-10,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5.180836e+06,,,,
267795,SYR,Asia,Syria,2022-10-22,57346,2,2,3163,0,0,2591.881,0.09,0.09,142.959,0,0,0.89,,,,,,,,,,,,,,,,,,,,,,,2551,,,,,115,1899,0.009,13.89,,21.7,,2.577,,,376.264,,,,70.598,1.5,72.7,0.567,2.2125242e+07,,,,
51521,TCD,Africa,Chad,2021-01-04,2213,44,29.714,105,0,0,124.864,2.483,1.677,5.924,0,0,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.72,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,1.7723312e+07,,,,
206558,OMN,Asia,Oman,2021-08-22,301141,105,167.714,4397,5,6,65804.47,22.944,36.648,960.82,1.093,1.311,0.71,,,,,,,,,,,,,,,,,,,,,,,58454,,,,,12773,25185,0.55,59.26,14.98,30.7,2.355,1.53,37960.71,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,4.5763e+06,,,,
239996,STP,Africa,Sao Tome and Principe,2023-03-14,6296,0,2.143,77,0,0,27687.748,0,9.424,338.621,0,0,,,,,,,,,,,,,,,,,,,,,,,,352,,,,,1548,130,0.057,,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,227393,,,,
298354,VAT,Europe,Vatican,2023-03-08,26,0,0,,0,0,32178.219,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12,,808,,,,
80431,ERI,Africa,Eritrea,2020-05-06,39,0,0,,0,0,10.586,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,3.684041e+06,,,,
168779,MTQ,North America,Martinique,2023-04-21,229674,0,27.857,1097,0,0.286,624942.9,0,75.799,2984.937,0,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,12.543,,,,,,,,,82.54,,367512,,,,
166325,MLT,Europe,Malta,2023-04-07,118133,0,18.429,832,0,0,221516.12,0,34.556,1560.118,0,0,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,11,1,0,,1454.037,42.4,19.426,11.324,36513.324,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,533293,,,,
195333,NGA,Africa,Nigeria,2022-08-30,263526,119,62.286,3148,0,0,1205.841,0.545,0.285,14.405,0,0,1.05,,,,,,,,,,,,,,,,,,,,,,,276401,,,,,1265,193838,0.089,16.3,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,2.1854122e+08,,,,
70658,DJI,Africa,Djibouti,2020-01-13,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,1.120851e+06,,,,
65148,CUW,North America,Curacao,2021-08-21,14802,51,58,136,1,0.571,77427.25,266.774,303.39,711.398,5.231,2.989,,,,,,,,,,,,,,13,0.068,,,tests performed,180643,95205,85438,,646,215,94.49,49.8,44.69,,1125,109,0.057,,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,191173,,,,
164526,MLI,Africa,Mali,2021-09-02,14895,6,14.286,539,0,0.286,659.258,0.266,0.632,23.856,0,0.013,1.04,,,,,,,,,,,,,,,,,,,,,,,4266,,,,,189,4266,0.019,50.93,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434,2.2593598e+07,,,,
66891,CYP,Europe,Cyprus,2023-01-29,642663,0,276.286,1287,0,1,717252.2,0,308.352,1436.373,0,1.116,,,,,,,,3,3.316,,,,,,,,,,,,,,,17,,,,,19,4,0,,127.657,37.3,13.416,8.563,32415.133,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007,2182.1003,11.13,-8.17,1731.6278
56362,COM,Africa,Comoros,2020-12-04,545,2,0.714,7,0,0,651.304,2.39,0.854,8.365,0,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,836783,,,,
16420,AUS,Oceania,Australia,2021-08-04,35462,0,238.143,953,4,1.143,1354.679,0,9.097,36.405,0.153,0.044,1.34,56,2.139,374,14.287,,,,,2.5752628e+07,205159,993.501,7.915,179894,6.94,0.0013,756.3,tests performed,1.3041229e+07,8.751409e+06,4.28982e+06,,222697,178163,49.82,33.43,16.39,,6806,87694,0.335,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,2.617741e+07,,,,
235762,VCT,North America,Saint Vincent and the Grenadines,2021-08-08,2298,0,0.286,12,0,0,22104.867,0,2.748,115.43,0,0,1,,,,,,,,,,,,,,,,,,,,,,,18,,,,,173,6,0.006,,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,103959,,,,
7318,AGO,Africa,Angola,2020-01-18,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,3.5588996e+07,,,,
138193,KAZ,Asia,Kazakhstan,2021-10-15,990461,2096,1919.143,16618,35,38.857,51059.96,108.052,98.935,856.686,1.804,2.003,0.92,,,,,,,,,,,,,,,,,,1.5035724e+07,7.976127e+06,7.059597e+06,,66162,56653,77.51,41.12,36.39,,2921,23645,0.122,65.74,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,1.9397998e+07,,,,
18359,AZE,Asia,Azerbaijan,2020-03-20,28,0,2.714,1,0,0.143,2.703,0,0.262,0.097,0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,1.0358078e+07,,,,
258788,SSD,Africa,South Sudan,2021-06-26,10824,12,7.286,116,1,0.143,991.829,1.1,0.668,10.629,0.092,0.013,0.61,,,,,,,,,,,,,616,0.057,0.0097,102.7,tests performed,,,,,,1612,,,,,148,1548,0.014,25,,19.2,3.441,2.032,1569.888,,280.775,10.43,,,,,57.85,0.433,1.0913172e+07,,,,
154475,LTU,Europe,Lithuania,2023-01-13,1.292319e+06,242,241.714,9514,3,2.429,469924.28,87.998,87.894,3459.563,1.091,0.883,,,,,,,,,,,,,,,,,,,4.541894e+06,1.95657e+06,1.879985e+06,943656,245,142,165.16,71.15,68.36,34.31,52,11,0,,45.135,43.5,19.002,13.778,29524.266,0.7,342.989,3.67,21.3,38,,6.56,75.93,0.882,2.750058e+06,,,,
154646,OWID_LIC,,Low income,2020-02-26,5,0,0.714,,0,0,0.007,0,0.001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.376049e+08,,,,
114056,GNB,Africa,Guinea-Bissau,2022-05-08,8215,0,1.857,171,0,0,3901.538,0,0.882,81.213,0,0,0.35,,,,,,,,,135355,,65.683,,153,0.074,0.0103,97.4,tests performed,,,,,,2,,,,,1,236,0.011,,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,2.10558e+06,,,,
28535,BEN,Africa,Benin,2021-05-27,8058,0,4.714,101,0,0,603.466,0,0.353,7.564,0,0,0.51,,,,,,,,,,,,,,,,,,,,,,,688,,,,,52,473,0.004,38.89,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,1.3352864e+07,,,,
182093,MAR,Africa,Morocco,2023-02-05,1.272276e+06,9,7.714,16296,0,0,33965.42,0.24,0.206,435.048,0,0,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,9,50,0,,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,3.7457976e+07,,,,
116596,HTI,North America,Haiti,2022-08-22,33239,50,39.714,841,0,0.143,2869.14,4.316,3.428,72.594,0,0.012,0.76,,,,,,,,,,,,,,,,,,,,,,,3417,,,,,295,3289,0.028,39.81,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64,0.51,1.1585003e+07,,,,
210790,PSE,Asia,Palestine,2023-03-26,703228,0,0,5708,0,0,133946.25,0,0,1087.222,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.202,20.4,3.043,1.726,4449.898,1,265.91,10.59,,,,,74.05,0.708,5.250076e+06,,,,
125302,IDN,Asia,Indonesia,2023-03-09,6.738225e+06,307,235.571,160941,4,3,24458.049,1.114,0.855,584.175,0.015,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,2.7550134e+08,,,,
150000,LBR,Africa,Liberia,2020-10-11,1397,7,3.143,88,0,0,263.451,1.32,0.593,16.595,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,5.30269e+06,,,,
11303,ARG,South America,Argentina,2020-12-15,1.554561e+06,7643,6213.143,46065,144,136.571,34158.426,167.94,136.522,1012.188,3.164,3.001,1.02,3475,76.356,,,,,,,4.584964e+06,33175,101.265,0.733,27820,0.614,0.183,5.5,tests performed,,,,,,,,,,,,,,79.17,16.177,31.9,11.198,7.441,18933.906,0.6,191.032,5.5,16.2,27.7,,5,76.67,0.845,4.5510324e+07,,,,
183960,MMR,Asia,Myanmar,2021-07-18,229521,5285,5329.714,5000,231,166,4236.322,97.546,98.372,92.286,4.264,3.064,1.31,,,,,,,,,2.972006e+06,14492,55.244,0.269,15027,0.279,0.3547,2.8,samples tested,,,,,,53994,,,,,997,33975,0.063,69.91,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,5.4179312e+07,,,,
241573,OWID_SCT,Europe,Scotland,2021-01-10,,,,,,,,,,,,,,123,22.503,1598,292.353,,,1342,245.518,,,,,,,,,,166135,163377,2758,,,,3.04,2.99,0.05,,,,,,,,,,,,,,,,,,,,5.466e+06,,,,
191851,NZL,Oceania,New Zealand,2023-02-17,2.151538e+06,0,1038.857,2513,0,1.571,414931.16,0,200.347,484.64,0,0.303,,,,,,,,,,,,,,,,,,,1.1983253e+07,4.300899e+06,4.140252e+06,3.542102e+06,391,301,231.1,82.94,79.85,68.31,58,13,0,,18.206,37.9,15.322,9.72,36085.844,,128.797,8.08,14.8,17.2,,2.61,82.29,0.931,5.185289e+06,,,,
293301,OWID_UMC,,Upper middle income,2022-09-16,1.43342e+08,129338,123199.14,2.515737e+06,368,365.429,56748.406,51.204,48.774,995.968,0.146,0.145,,,,,,,,,,,,,,,,,,,5.285223e+09,2.0869815e+09,1.968418e+09,1.2060115e+09,514066,529534,209.24,82.62,77.93,47.75,210,133061,0.005,,,,,,,,,,,,,,,,2.5259213e+09,,,,
295967,UZB,Asia,Uzbekistan,2023-04-24,252698,15,28.286,1637,0,0,7297.579,0.433,0.817,47.274,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4,71.72,0.72,3.4627648e+07,,,,
153205,LIE,Europe,Liechtenstein,2022-11-21,20849,3,9,86,0,0,529767.5,76.229,228.688,2185.237,0,0,1.04,,,1,25.41,,,,,,,,,,,,,,,,,,,38,,,,,966,0,0,11.11,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,39355,,,,
129651,IMN,Europe,Isle of Man,2021-10-06,7774,70,38.429,52,0,0.143,91963,828.069,454.593,615.137,0,1.69,,,,,,,,,,,,,,,,,,,129481,65479,64002,,1,20,153.17,77.46,75.71,,237,2,0.002,,147.872,,,,,,,,,,,,81.4,,84534,,,,
